Linea;PK;Longitud;Latitud
40;254230;-1.943.861;39.557.092
40;254240;-1.943.799;39.557.015
40;254250;-1.943.737;39.556.939
40;254260;-1.943.674;39.556.863
40;254270;-1.943.612;39.556.787
40;254280;-1.943.550;39.556.711
40;254290;-1.943.487;39.556.635
40;254300;-1.943.424;39.556.559
40;254310;-1.943.361;39.556.484
40;254320;-1.943.298;39.556.408
40;254330;-1.943.235;39.556.332
40;254340;-1.943.171;39.556.257
40;254350;-1.943.107;39.556.181
40;254360;-1.943.044;39.556.106
40;254370;-1.942.980;39.556.031
40;254380;-1.942.916;39.555.955
40;254390;-1.942.852;39.555.880
40;254400;-1.942.788;39.555.805
40;254410;-1.942.724;39.555.729
40;254420;-1.942.660;39.555.654
40;254430;-1.942.595;39.555.580
40;254440;-1.942.530;39.555.505
40;254450;-1.942.465;39.555.430
40;254460;-1.942.400;39.555.355
40;254470;-1.942.335;39.555.281
40;254480;-1.942.270;39.555.206
40;254490;-1.942.205;39.555.131
40;254500;-1.942.139;39.555.057
40;254510;-1.942.073;39.554.982
40;254520;-1.942.007;39.554.908
40;254530;-1.941.942;39.554.834
40;254540;-1.941.876;39.554.760
40;254550;-1.941.810;39.554.685
40;254560;-1.941.744;39.554.611
40;254570;-1.941.678;39.554.537
40;254580;-1.941.611;39.554.463
40;254590;-1.941.544;39.554.390
40;254600;-1.941.477;39.554.316
40;254610;-1.941.410;39.554.242
40;254620;-1.941.343;39.554.169
40;254630;-1.941.276;39.554.095
40;254640;-1.941.209;39.554.021
40;254650;-1.941.141;39.553.948
40;254660;-1.941.073;39.553.875
40;254670;-1.941.006;39.553.802
40;254680;-1.940.938;39.553.728
40;254690;-1.940.870;39.553.655
40;254700;-1.940.802;39.553.582
40;254710;-1.940.734;39.553.509
40;254720;-1.940.666;39.553.436
40;254730;-1.940.597;39.553.363
